epoch,acc,get_F_score,get_MCC,get_precision,get_recall,loss,val_acc,val_get_F_score,val_get_MCC,val_get_precision,val_get_recall,val_loss
0,0.7339359015593364,0.0547273879367519,0.08938014307795995,0.04501327579930611,0.5221987933049063,2.5653258667106615,0.9876885903988629,0.4135281906651376,0.4278436770100765,0.42092296870407964,0.4798518850632284,2.233765677920186
1,0.9297310809890367,0.18125752552460775,0.2510269434185307,0.1586547954786879,0.5096779385562596,2.2861265798403507,0.994731025093795,0.7459853331342948,0.6583287771767762,0.8759560115501539,0.5158861417848148,2.0962611942243217
2,0.9692532364449593,0.3707797509496456,0.4287710100246317,0.34535922322595963,0.5853304969876731,2.164027477537829,0.9952964765755854,0.7678840066842653,0.6840728250524081,0.88013809356662,0.5485630837038206,2.0349012158513697
3,0.9825807809265096,0.5637194377574754,0.5955671115042523,0.5488701483009113,0.6800062287896448,2.08780606848706,0.9959390344700517,0.7977856795115641,0.7323517045215606,0.8872562848734507,0.627142390479412,1.988942110946295
4,0.987080307398805,0.6626861207849816,0.6699663813321695,0.6629815330983162,0.7037307610544151,2.028410544183151,0.9961703553120596,0.8190226552113046,0.7638601055520782,0.893695087552907,0.6762354302082144,1.948270629481606
5,0.9899089569079852,0.7342606936049655,0.7383503856539488,0.736572504727392,0.7621214761945803,1.9773487531941836,0.9963245692067314,0.8325341668367833,0.7687917808175384,0.9157373905840636,0.6670602752827371,1.9076034791713403
6,0.9915272076937189,0.7849302201845209,0.7778172141915183,0.7947774259068692,0.7792253108755336,1.9297255582526387,0.9962474622593955,0.8268056820250699,0.7702413545123141,0.903674437568198,0.6809044247447906,1.8676859084785338
7,0.9933164929254547,0.8264653434967721,0.8131401093492205,0.8400860688031667,0.8019740814636186,1.882597655663301,0.9962988668909528,0.8335597804588651,0.7792280678834017,0.9048807356935252,0.6942149762319005,1.8265374089903896
8,0.99338227547466,0.8318587742081668,0.8208036058677547,0.8437269506122222,0.8132026563153971,1.8367257144573852,0.9963245692067314,0.8269723697944924,0.7720219566891481,0.8978622912009392,0.6857552426933804,1.785094837655594
9,0.9940795705715187,0.8509398399434733,0.8356782545630348,0.8658668211718231,0.8198139603019275,1.7911893622070447,0.9963502715225101,0.8324680038457737,0.7830576552830473,0.8979928448934533,0.7055155094413759,1.7425252569176155
10,0.9945005788864331,0.868501275994253,0.8505603283182619,0.8855992883221123,0.8294221110976805,1.745222098249446,0.9966072946802966,0.8395940250171026,0.7985905734894684,0.8920866985498387,0.7355114830380696,1.6992058771585026
11,0.9954215345000257,0.8872729758503136,0.8718655332177956,0.9009608147947579,0.8535513055285658,1.6981727537412716,0.9966586993118539,0.8484255240264841,0.8020100521563956,0.9057946001677242,0.7295630849047805,1.6552911498918135
12,0.9951452478686454,0.8822991504328914,0.8699998930872973,0.8952836489479186,0.8583535974420455,1.652731099087067,0.9967358061381637,0.853188330158283,0.8049890292613996,0.9137629301285055,0.7295630849047805,1.6108094872807466
13,0.9957899168508578,0.8989743635712417,0.8835830638476666,0.9129197466261775,0.8647447218080405,1.6056819394342197,0.9967101039434112,0.8480730427439948,0.8044961958722999,0.9029068012929635,0.7367177788102796,1.5658756150685087
14,0.9960398905692057,0.9050452814153866,0.892174315219201,0.9167514502243072,0.8769254585013064,1.558901755235883,0.9967615085749686,0.8524622406536585,0.808599449636133,0.9085361802559895,0.7404463276675707,1.5204938405658273
15,0.9960135775495236,0.9024795049580131,0.8897404623726721,0.9141659910786015,0.8750879305523955,1.5123388482174012,0.9968129132065259,0.8438486775629571,0.8128516604306136,0.882963766748549,0.7666040900819397,1.4750227843106236
16,0.9965529944216398,0.9183564860498814,0.9046680433362951,0.9299964256354877,0.8874235437262901,1.4654405402354274,0.996787210769721,0.863832024012277,0.8065053231365579,0.936917530524261,0.7147428851379236,1.4300045010167686
17,0.9966056204610041,0.9216569825205448,0.9097159389395072,0.9332936488381312,0.8954093193533595,1.4185268902399706,0.9968900200328356,0.8624911365982844,0.8123611402232164,0.9257475510072999,0.7334278819984259,1.3843855680875092
18,0.9968950636022255,0.9353202688306297,0.9179606057069086,0.9502080100898354,0.8941389484451189,1.3719753623824285,0.9969414247854191,0.8577593406304963,0.81624445788497,0.9126041615760283,0.7515123429330144,1.3393023906169683
19,0.9970397852857594,0.9358944902795451,0.9212105761777851,0.948982254829724,0.9016399493958747,1.326104298251238,0.997018531732755,0.8627241596602149,0.8159259093381649,0.9218263160974974,0.7423476315342532,1.294685647157775
20,0.997355541521945,0.9393077289012969,0.9274368882555671,0.9494290397538848,0.9119595747573189,1.2803686366258402,0.9969414246643928,0.864626714861359,0.8158586035502285,0.926478639056983,0.7391460346643083,1.2510340188467368
21,0.9973423850434715,0.9349892101417328,0.925967696076656,0.943737961921977,0.9155271779285106,1.2360008008328756,0.9971213409958697,0.8626313476159039,0.8309937876418663,0.9003062207770457,0.7834238622465979,1.207069025958369
22,0.9976976107025307,0.949961343353365,0.9392366538285181,0.9593685751537965,0.9253093521540547,1.191963516665865,0.9972241500169319,0.8663983791174197,0.8309074341952088,0.9121702034741147,0.7762773946721567,1.1646877735677783
23,0.9975528891695611,0.9407144604501141,0.9315736254896946,0.9494386802860441,0.9206240980916996,1.1489657792351444,0.9971984478221794,0.8721292174830361,0.8413752767002677,0.9124444445580927,0.7954898188496977,1.122895003939985
24,0.9977502368171771,0.9502776451154001,0.941204763860304,0.9582816331640769,0.9297735481033349,1.107118549641528,0.9974040663484086,0.8887455881501377,0.8506090744460842,0.9380690792287898,0.791338282648764,1.0824709894429974
25,0.9979081148599879,0.9533347646044049,0.9429180471850199,0.9623649142664517,0.9290255914109843,1.0659562077927296,0.9972241500169319,0.8866488150998536,0.8364158119453566,0.9513304088258289,0.7561990566679797,1.0442312011330976
26,0.9980528365435217,0.9592461646098788,0.9503641773959032,0.9668489654319385,0.9387307487755195,1.0263689556142905,0.9974554708589397,0.9028575230996593,0.851626064826275,0.9673464588772486,0.7691706471001721,1.0055682847245355
27,0.9982633407009789,0.9604192689373272,0.953466586245573,0.9664106502518907,0.9447788438876294,0.9882203400818853,0.9974040662273824,0.8848994731945972,0.8453145893233429,0.9370585289200499,0.7836618579309975,0.9682713189537959
28,0.9981712450568092,0.9557046857761993,0.9509895982685597,0.9608447411827961,0.9464643322007429,0.95133804399181,0.9973526615958251,0.8850276494542767,0.8459844716157726,0.9335493074581294,0.7856201295906955,0.9325010623030959
29,0.9985790969685321,0.9669596926750177,0.9599683334696683,0.9737497367252614,0.950754377443205,0.9159233099083539,0.9971984477011532,0.8884816938454391,0.8283447129833587,0.9637589060626292,0.7313990299873946,0.8999195972333869
30,0.9984212188504392,0.9643436654243152,0.9594442700915632,0.9685450478511514,0.9537816349863567,0.881730763608061,0.9970185314907026,0.8797915187464048,0.8186884279313236,0.9562443648331528,0.7204426786157293,0.8678243776592951
31,0.9985527839174824,0.9667729264798258,0.9621566300291273,0.9711345507588942,0.9569046017295774,0.8492298784814073,0.997429768543161,0.8928357146125587,0.8532900113207301,0.9411160682821175,0.7917769358707601,0.8347703667390741
32,0.9988159140390216,0.9730277366543328,0.9678529294625469,0.9779624481249353,0.961412515166985,0.8177144578125286,0.9971213407538172,0.88927223614874,0.8329308491617576,0.9605630068740141,0.7426478157945607,0.8069430431192841
33,0.9988816965882269,0.9744887081915021,0.9698377273582356,0.978532256490117,0.9639619695376176,0.7877655758216323,0.9973526615958251,0.8947540177907254,0.850506184149025,0.9483172848851709,0.7816508909549091,0.7768734961653907
34,0.998868540153668,0.9766418839640246,0.9691904943662623,0.982682861161099,0.9586212560510952,0.7592906726434248,0.997429768543161,0.9009882231968561,0.8521252315968553,0.9604167912250086,0.774951465632586,0.749698432874247
35,0.9991711398800126,0.9823185465684904,0.9780525827442969,0.9858960857417455,0.9723617225279997,0.7318686270962237,0.9975325778062757,0.8938701943884004,0.8622253843787997,0.9370428622573239,0.8145451073452659,0.722616158931169
36,0.9991185138406483,0.9776161004713794,0.9750551392989163,0.9799632574430128,0.9722529588881423,0.7056029920590048,0.9975325778062757,0.8994615724681353,0.8605277561478378,0.9462692916085352,0.8004502987311347,0.6974655558272641
37,0.9990264182717609,0.9808244122390859,0.975981858990943,0.9849023593123267,0.9695207876677815,0.6807445445859724,0.9973783639116037,0.8943577340142681,0.8498734646379453,0.947022216194477,0.7805912881223281,0.6743269489339535
38,0.9990790443111252,0.9780266262985332,0.9739981947315579,0.981857976340304,0.9688221945811317,0.6568889204871842,0.9971984477011532,0.8915592998669896,0.8398760552318314,0.9517951753747569,0.7586847560369026,0.6525307872933479
39,0.9992237658440948,0.9841568384555976,0.9797371233241104,0.9877124830943987,0.9736506922685928,0.6340619088059889,0.9972241500169319,0.897687794616388,0.8436149358427675,0.9611269890837697,0.757357403753558,0.6307853689097395
40,0.9993290179981055,0.9859926384532468,0.9835708015103828,0.9880485606938836,0.9806295980492237,0.6120030222886639,0.9973269594010726,0.8892484830428766,0.850146986529004,0.935551099404706,0.7900375158845541,0.6083054209826652
41,0.9993421745079465,0.9847736668365903,0.982391208463588,0.9869520470614483,0.979627596643169,0.5912641050714955,0.9973783639116037,0.8932114235158108,0.851973646918568,0.9437532064360556,0.7878964717222026,0.5889549668729236
42,0.9993816439621875,0.9870243501680774,0.983774389094923,0.989965636182391,0.9793695496541678,0.5711594375669674,0.997661089385169,0.910196654338294,0.8676395456658009,0.9574402202161364,0.8005499932513307,0.5691584764702372
43,0.9993290179981055,0.9825468606766168,0.9814185630445819,0.9838605904225336,0.9806920163895679,0.5523972475720687,0.9973269592800464,0.8937345285485753,0.8515442861567474,0.9450525499564918,0.7860431165421518,0.5513155163031492
44,0.9993684875276286,0.9839101931682676,0.9829073698065706,0.9852069211927116,0.9823690510187609,0.5343193483219663,0.9972241500169319,0.8983561352248071,0.8378285537567093,0.9733936000869763,0.7399162050798778,0.536234250438055
